AppID,Name,Release date,Estimated owners,Price,Metacritic score,Recommendations,Positive,Negative,Publishers,Genres
1491710,CRIMESIGHT,"April 14, 2022",0 - 20000,19.99,74,386,443,95,Konami Digital Entertainment,"Simulation,Strategy"
1484280,Demeo,"May 06, 2021",50000 - 100000,23.99,83,1079,1134,101,Resolution Games,"Adventure,Indie,RPG,Strategy"
396750,EVERSPACE™,"May 25, 2017",500000 - 1000000,29.99,79,8433,7818,2058,ROCKFISH Games,"Action,Indie"
446790,Diluvion: Resubmerged,"February 02, 2017",100000 - 200000,19.99,66,946,651,383,Good Shepherd Entertainment,"Action,Adventure,Indie,RPG"
65500,Aura: Fate of the Ages,"October 04, 2010",20000 - 50000,4.99,63,124,104,80,THQ Nordic,Adventure
227760,March of the Eagles,"February 18, 2013",50000 - 100000,19.99,71,224,225,106,Paradox Interactive,"Simulation,Strategy"
298630,The Escapists,"February 13, 2015",1000000 - 2000000,17.99,71,13476,13760,1495,Team17,"Action,Adventure,Indie,Simulation,Strategy"
1062140,Garden Story,"August 11, 2021",100000 - 200000,13.39,70,511,545,47,Rose City Games,"Adventure,Indie,RPG"
287580,Pandora: First Contact,"May 30, 2014",100000 - 200000,29.99,68,499,372,219,Slitherine Ltd.,"Simulation,Strategy"
358130,Curious Expedition,"September 02, 2016",500000 - 1000000,14.99,74,3187,3350,329,Maschinen-Mensch,"Indie,RPG,Strategy"
251060,Wargame: Red Dragon,"April 17, 2014",1000000 - 2000000,29.99,78,12772,14379,1750,Eugen Systems,"Indie,Simulation,Strategy"
313780,Conarium,"June 06, 2017",50000 - 100000,19.99,71,1536,1446,375,Iceberg Interactive,"Adventure,Indie"
244750,Aztez,"August 01, 2017",0 - 20000,19.99,81,135,129,36,Team Colorblind,"Action,Indie,Strategy"
368370,Her Story,"June 24, 2015",1000000 - 2000000,1.99,86,6134,7138,829,Sam Barlow,"Adventure,Casual,Indie,Simulation"
32500,STAR WARS™: The Force Unleashed™ II,"October 26, 2010",1000000 - 2000000,19.99,59,4371,3535,2249,"LucasArts,Lucasfilm,Disney",Action
415200,Motorsport Manager,"November 09, 2016",500000 - 1000000,19.99,81,9311,10633,968,SEGA,"Racing,Simulation,Sports,Strategy"
853500,Quarantine Circular,"May 22, 2018",0 - 20000,5.99,73,378,338,47,Bithell Games,"Adventure,Casual,Indie"
1227780,Taur,"February 19, 2020",50000 - 100000,24.99,70,1277,1090,263,Echo Entertainment,"Action,Indie,Strategy"
314790,Silence,"November 15, 2016",100000 - 200000,1.99,75,1288,1720,319,Daedalic Entertainment,"Adventure,Indie"
200010,Quantum Conundrum,"June 21, 2012",200000 - 500000,8.99,77,1518,1595,290,Square Enix,"Casual,Strategy"
17410,Mirror's Edge™,"January 14, 2009",2000000 - 5000000,19.99,81,25161,28497,4053,Electronic Arts,"Action,Adventure"
32900,Restaurant Empire II,"May 27, 2009",0 - 20000,19.99,64,235,229,77,Enlight Software Limited,"Casual,Indie,Simulation,Strategy"
775500,SCARLET NEXUS,"June 24, 2021",200000 - 500000,23.99,78,8077,8809,1541,BANDAI NAMCO Entertainment,"Action,Adventure,RPG"
895620,Spellcaster University,"June 15, 2021",100000 - 200000,24.99,73,2406,2404,470,"Sneaky Yak Studio,WhisperGames","Simulation,Strategy"
927250,Bladed fury,"December 17, 2018",100000 - 200000,9.99,74,2748,2611,410,NEXT Studios,"Action,Adventure,Casual,Indie,RPG"
4780,Medieval II: Total War™ Kingdoms,"August 28, 2007",200000 - 500000,24.99,85,545,600,34,"SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy
320300,Car Mechanic Simulator 2015,"April 23, 2015",500000 - 1000000,19.99,68,11530,12885,1081,PlayWay S.A.,"Racing,Simulation"
343860,Tacoma,"August 01, 2017",100000 - 200000,19.99,76,2487,3323,544,Fullbright,"Adventure,Indie"
290490,The Flock,"August 21, 2015",20000 - 50000,16.99,36,144,124,178,Vogelsap,"Action,Indie"
528160,Solstice Chronicles: MIA,"July 26, 2017",20000 - 50000,14.99,68,223,219,73,Nkidu Games Inc.,"Action,Indie,RPG"
258010,Ring Runner: Flight of the Sages,"November 19, 2013",100000 - 200000,4.99,75,547,652,127,Triple.B.Titles,"Action,Indie,RPG"
380,Half-Life 2: Episode One,"June 01, 2006",2000000 - 5000000,7.99,87,16916,20536,926,Valve,Action
1342620,Werewolf: The Apocalypse — Heart of the Forest,"October 13, 2020",100000 - 200000,5.99,78,476,589,110,"Walkabout,Different Tales","Adventure,Indie,RPG"
209790,Splice,"June 13, 2012",200000 - 500000,9.99,70,169,506,66,Cipher Prime Studios,"Indie,Casual"
12140,Max Payne,"January 06, 2011",500000 - 1000000,3.49,89,8684,9516,1114,Rockstar Games,Action
6880,Just Cause,"March 15, 2007",1000000 - 2000000,6.99,75,3537,2789,1391,Square Enix,Action
312540,Ys VI: The Ark of Napishtim,"April 28, 2015",100000 - 200000,19.99,76,842,843,93,"XSEED Games,Marvelous USA, Inc.","Action,Adventure,RPG"
578330,LEGO® City Undercover,"April 04, 2017",200000 - 500000,19.99,80,3681,5229,677,TT Games,Action
297620,Rocko's Quest,"April 24, 2014",0 - 20000,4.99,41,0,34,24,Revistronic,Action
330020,Children of Morta,"September 03, 2019",1000000 - 2000000,7.47,82,10535,12232,1259,11 bit studios,"Action,Adventure,Indie,RPG"
336930,Redux: Dark Matters,"December 12, 2014",0 - 20000,9.99,61,0,22,16,Signo & Arte,"Action,Indie"
803050,Per Aspera,"December 03, 2020",100000 - 200000,29.99,79,2601,2379,819,Raw Fury,"Indie,Simulation,Strategy"
1599330,Wildmender,"September 28, 2023",50000 - 100000,24.99,78,776,739,115,Kwalee,"Adventure,Indie,Simulation,Strategy"
65730,Take On Helicopters,"October 27, 2011",200000 - 500000,19.99,70,423,402,309,Bohemia Interactive,Simulation
278640,Terrian Saga: KR-17,"July 09, 2014",20000 - 50000,4.99,83,202,196,69,Digital Tribe,"Action,Adventure,Indie"
972660,Spiritfarer®: Farewell Edition,"August 18, 2020",500000 - 1000000,29.99,84,18981,20617,891,Thunder Lotus Games,"Adventure,Indie,Simulation"
402020,The Park,"October 27, 2015",100000 - 200000,5.19,67,2215,1949,833,Funcom,Adventure
968550,Tinytopia,"August 30, 2021",0 - 20000,14.99,76,121,146,15,Mastiff,"Casual,Simulation,Strategy"
317940,Karmaflow: The Rock Opera Videogame - Act I & Act II,"May 06, 2015",0 - 20000,4.99,47,0,136,57,Basecamp Games,"Adventure,Indie"
772290,Rainswept,"February 01, 2019",0 - 20000,11.99,67,158,189,24,Frostwood Interactive,"Adventure,Indie"
200230,Off-Road Drive,"September 29, 2011",50000 - 100000,4.99,60,440,376,218,Fulqrum Publishing,"Racing,Simulation"
1440440,Sam & Max Save the World,"December 02, 2020",100000 - 200000,19.99,82,1014,1029,100,Skunkape Games,"Adventure,Indie"
753640,Outer Wilds,"June 18, 2020",500000 - 1000000,24.99,85,34794,36098,1777,Annapurna Interactive,"Action,Adventure"
435100,2Dark,"March 10, 2017",200000 - 500000,24.99,68,282,397,123,Nacon,"Adventure,Indie"
382420,E.T. Armies,"March 03, 2016",100000 - 200000,14.99,54,135,143,151,Merge Publishing,Action
392260,Rogue Wizards,"September 27, 2016",20000 - 50000,14.99,67,121,185,54,Spellbind Studios,"Indie,RPG"
821260,LIGHT,"April 05, 2018",0 - 20000,0.99,49,0,5,4,Indie Light,"Action,Indie"
29540,Guild Wars® Game of the Year Edition,"April 22, 2009",0 - 20000,19.99,89,0,8,1,NCSOFT,"Massively Multiplayer,RPG"
24800,Command & Conquer: Red Alert 3 - Uprising,"October 06, 2009",500000 - 1000000,19.99,64,2761,3242,633,Electronic Arts,Strategy
1057800,Floppy Knights,"May 24, 2022",0 - 20000,15.99,83,123,127,16,"Rose City Games,wiip","Indie,Strategy"
46380,Reign: Conflict of Nations,"July 12, 2010",20000 - 50000,3.99,60,0,48,50,Fulqrum Publishing,Strategy
15080,Rayman Raving Rabbids™,"June 13, 2008",50000 - 100000,9.99,58,813,735,149,Ubisoft,"Action,Adventure"
387290,Ori and the Blind Forest: Definitive Edition,"April 27, 2016",2000000 - 5000000,4.99,88,47090,51300,2237,Xbox Game Studios,Action
361300,Mother Russia Bleeds,"September 05, 2016",200000 - 500000,14.99,70,3553,3874,573,Devolver Digital,"Action,Indie"
317320,Nelly Cootalot: The Fowl Fleet,"March 22, 2016",20000 - 50000,19.99,81,169,230,13,Application Systems Heidelberg,"Adventure,Indie"
203140,Hitman: Absolution™,"November 19, 2012",2000000 - 5000000,19.99,79,27486,35056,3276,Io-Interactive A/S,Action
1448440,Wo Long: Fallen Dynasty,"March 03, 2023",500000 - 1000000,59.99,81,9452,4367,7101,"KOEI TECMO GAMES CO., LTD.,CE-Asia(Asia)","Action,Adventure,RPG"
1231950,The Innsmouth Case,"June 23, 2020",0 - 20000,2.49,73,0,67,25,Assemble Entertainment,"Adventure,Indie"
465760,Scrap Garden,"May 06, 2016",200000 - 500000,9.99,58,182,802,257,Flazm,"Action,Adventure,Indie"
65930,The Bureau: XCOM Declassified,"August 19, 2013",2000000 - 5000000,19.99,66,4436,7863,3377,2K,Action
583470,The End Is Nigh,"July 12, 2017",100000 - 200000,14.99,84,2385,2372,159,"Edmund McMillen,Tyler Glaiel","Action,Adventure,Indie"
1449560,Metro Exodus,"February 14, 2020",0 - 20000,29.99,85,65637,0,0,Deep Silver,Action
688140,Tempest 4000,"July 17, 2018",0 - 20000,19.99,76,115,92,46,Atari,Casual
343710,Kholat,"June 09, 2015",2000000 - 5000000,3.99,64,1774,4143,2003,IMGN.PRO,"Adventure,Indie"
1466860,Age of Empires IV,"October 28, 2021",1000000 - 2000000,59.99,81,27091,30472,4748,Xbox Game Studios,Strategy
1649080,Two Point Campus,"August 09, 2022",50000 - 100000,39.99,84,629,656,108,SEGA,"Indie,Simulation"
866190,Irony Curtain: From Matryoshka with Love,"May 16, 2019",0 - 20000,19.99,81,273,265,34,Artifex Mundi,"Adventure,Indie"
1556870,Golf Club Wasteland,"September 03, 2021",100000 - 200000,9.99,79,409,443,73,Untold Tales,"Casual,Indie,Sports"
233610,Distance,"September 18, 2018",200000 - 500000,24.99,74,4946,6026,464,Refract,"Action,Indie,Racing"
31300,Tunnel Rats,"May 15, 2009",0 - 20000,19.99,30,0,12,24,Boll AG,Action
65560,Painkiller Redemption,"February 25, 2011",200000 - 500000,4.99,43,442,271,303,Prime Matter,Action
510490,The Fall Part 2: Unbound,"February 12, 2018",50000 - 100000,16.99,73,492,447,103,Over The Moon,"Action,Adventure,Indie"
2600,Vampire: The Masquerade - Bloodlines,"March 22, 2007",500000 - 1000000,19.99,80,9958,10590,568,Activision,Action
13230,Unreal Tournament 2004: Editor's Choice Edition,"March 17, 2004",500000 - 1000000,14.99,93,2970,3359,84,"Epic Games, Inc.",Action
562860,Ion Fury,"August 15, 2019",200000 - 500000,24.99,79,5438,5736,571,3D Realms,"Action,Indie"
39510,Gothic II: Gold Edition,"November 29, 2005",500000 - 1000000,9.99,79,7296,9334,753,THQ Nordic,"Action,RPG"
220440,DmC: Devil May Cry,"January 24, 2013",1000000 - 2000000,29.99,85,14830,22309,1547,Capcom,"Action,Adventure"
1225590,Sea of Solitude,"June 04, 2020",100000 - 200000,19.99,64,689,1279,235,Electronic Arts,Adventure
20530,Red Faction,"August 05, 2009",500000 - 1000000,9.99,78,1791,1933,279,Deep Silver,Action
1058690,Signs of the Sojourner,"May 14, 2020",0 - 20000,19.99,77,102,129,16,Echodog Games,"Adventure,Casual,Indie,RPG"
37260,Emerald City Confidential™,"August 12, 2009",0 - 20000,9.99,71,0,72,4,PlayFirst,Adventure
217270,Karateka,"December 03, 2012",100000 - 200000,3.99,48,137,217,94,Dotemu,"Action,Indie,Strategy"
271670,10 Second Ninja,"March 05, 2014",50000 - 100000,1.99,72,344,630,106,Mastertronic,"Action,Indie"
218740,Pid,"October 31, 2012",200000 - 500000,19.99,63,271,2015,383,Might and Delight,"Adventure,Indie"
496040,Shaq Fu: A Legend Reborn,"June 05, 2018",0 - 20000,19.99,30,0,97,29,Mad Dog Games,"Action,Indie"
31170,Tales of Monkey Island: Complete Season,"July 07, 2009",200000 - 500000,14.99,79,489,520,65,Telltale,"Adventure,RPG"
47890,The Sims™ 3,"January 27, 2011",2000000 - 5000000,19.99,86,24611,23547,3756,Electronic Arts,Simulation
105600,Terraria,"May 16, 2011",20000000 - 50000000,9.99,83,783469,964983,21044,Re-Logic,"Action,Adventure,Indie,RPG"
110400,inMomentum,"October 31, 2011",50000 - 100000,9.99,59,0,128,48,White Rabbit Interactive,"Indie,Racing"
17390,SPORE™,"December 19, 2008",2000000 - 5000000,19.99,84,41372,41718,3650,Electronic Arts,"Action,Adventure,Casual,RPG,Simulation,Strategy"
359230,Lethis - Path of Progress,"June 25, 2015",100000 - 200000,19.99,65,1018,775,338,Triskell Interactive,"Indie,Simulation,Strategy"
292730,Call of Duty®: Infinite Warfare,"November 03, 2016",500000 - 1000000,59.99,73,11429,12328,10908,Activision,"Action,Adventure"
18400,Crazy Machines 2,"June 20, 2008",100000 - 200000,9.99,72,101,107,126,Viva Media,"Casual,Strategy"
20510,S.T.A.L.K.E.R.: Clear Sky,"September 15, 2008",1000000 - 2000000,9.99,75,11703,13293,2177,GSC World Publishing,"Action,RPG"
367080,Songbringer,"September 01, 2017",20000 - 50000,19.99,68,127,192,53,"Wizard Fu,Double Eleven","Action,Adventure,Indie,RPG"
12790,Damnation,"May 22, 2009",50000 - 100000,9.99,41,218,187,224,"Codemasters,Electronic Arts","Action,Adventure"
12830,Operation Flashpoint: Dragon Rising,"October 06, 2009",500000 - 1000000,9.99,76,1383,1448,701,"Codemasters,Electronic Arts",Action
41700,S.T.A.L.K.E.R.: Call of Pripyat,"February 11, 2010",1000000 - 2000000,19.99,80,17465,21569,1106,GSC Game World,"Action,RPG"
39210,FINAL FANTASY XIV Online,"February 18, 2014",2000000 - 5000000,19.99,83,53578,51918,6493,Square Enix,"Massively Multiplayer,RPG"
236430,DARK SOULS™ II,"April 25, 2014",1000000 - 2000000,39.99,91,26616,35161,4391,"BANDAI NAMCO Entertainment,FromSoftware, Inc","Action,RPG"
1872680,The Knight Witch,"November 29, 2022",20000 - 50000,17.99,82,112,105,37,Team17,"Action,Adventure,Indie"
945680,Here Be Dragons,"January 30, 2020",0 - 20000,9.99,69,0,85,34,Red Zero Games,"Adventure,Indie,Strategy"
692840,Underworld Ascendant,"November 15, 2018",20000 - 50000,29.99,37,601,339,645,505 Games,"Action,Adventure,Indie,RPG"
581320,Insurgency: Sandstorm,"December 12, 2018",2000000 - 5000000,14.99,78,74596,82246,14439,Focus Entertainment,Action
494670,TransRoad: USA,"November 09, 2017",20000 - 50000,29.99,53,303,187,179,astragon Entertainment,"Casual,Simulation,Strategy"
220240,Far Cry 3,"December 04, 2012",2000000 - 5000000,19.99,88,76837,76742,8429,Ubisoft,"Action,Adventure"
228360,Full Throttle Remastered,"April 18, 2017",200000 - 500000,14.99,77,1732,2045,162,Double Fine Productions,Adventure
985950,Operencia: The Stolen Sun,"March 31, 2020",20000 - 50000,29.99,76,394,343,90,Zen Studios,"Action,Adventure,Indie,RPG"
366970,Mighty Switch Force! Hyper Drive Edition,"June 25, 2015",20000 - 50000,9.99,85,226,234,17,WayForward,"Action,Indie"
944920,Nanotale - Typing Chronicles,"March 31, 2021",20000 - 50000,19.99,68,464,428,101,"Fishing Cactus,PID Games,2PGames","Adventure,RPG"
219990,Grim Dawn,"February 25, 2016",5000000 - 10000000,24.99,83,63676,71838,4995,Crate Entertainment,"Action,Adventure,Indie,RPG"
413410,Danganronpa: Trigger Happy Havoc,"February 18, 2016",500000 - 1000000,19.99,82,21888,22620,844,"Spike Chunsoft Co., Ltd.",Adventure
1112890,Calico,"December 15, 2020",100000 - 200000,11.99,57,2321,2907,338,"Whitethorn Games,Maple Whispering Limited","Casual,Indie,RPG,Simulation"
1222680,Need for Speed™ Heat,"June 04, 2020",1000000 - 2000000,69.99,72,35775,41355,8243,Electronic Arts,"Action,Adventure,Racing,Sports"
73190,Pride of Nations,"June 07, 2011",50000 - 100000,19.99,70,0,54,61,Slitherine Ltd.,"Simulation,Strategy"
214490,Alien: Isolation,"October 06, 2014",2000000 - 5000000,39.99,81,34885,45136,3467,"SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",Action
603930,Battle Princess Madelyn,"December 05, 2018",0 - 20000,19.99,73,0,101,36,Monster Bath Studios Inc.,"Action,Indie"
1579380,Shadow Tactics: Aiko's Choice,"December 06, 2021",100000 - 200000,7.99,83,2073,2071,186,Daedalic Entertainment,"Indie,Strategy"
