AppID,Name,Release date,Estimated owners,Price,Metacritic score,Recommendations,Positive,Negative,Publishers,Genres
243970,"Invisible, Inc.","May 12, 2015",500000 - 1000000,19.99,82,4468,4701,419,Klei Entertainment,"Action,Indie,Strategy"
1617030,tERRORbane,"April 01, 2022",20000 - 50000,15.99,83,141,159,14,WhisperGames,"Adventure,Indie"
524220,NieR:Automata™,"March 17, 2017",1000000 - 2000000,39.99,84,76841,91816,16451,Square Enix,"Action,RPG"
423900,Dinocide,"January 21, 2016",20000 - 50000,9.99,51,0,114,102,AtomicTorch Studio,"Action,Adventure,Casual,Indie,RPG"
251430,The Inner World,"September 27, 2013",100000 - 200000,14.99,72,545,914,92,Headup,"Adventure,Indie"
545980,Voodoo Vince: Remastered,"April 17, 2017",20000 - 50000,14.99,63,358,359,30,"Beep Games, Inc.","Action,Adventure"
1148650,The Legend of Bum-Bo,"November 12, 2019",200000 - 500000,14.99,73,5135,4396,993,Edmund McMillen,"Adventure,Indie,Strategy"
275390,Guacamelee! Super Turbo Championship Edition,"August 21, 2014",5000000 - 10000000,4.99,80,2031,5507,447,DrinkBox Studios,"Action,Adventure,Indie"
32460,Monkey Island™ 2 Special Edition: LeChuck’s Revenge™,"July 07, 2010",200000 - 500000,9.99,87,1851,2001,95,"LucasArts,Lucasfilm,Disney",Adventure
312510,Mega Coin Squad,"August 15, 2014",0 - 20000,14.99,56,0,68,13,Adult Swim Games,"Action,Indie"
330270,Warlocks vs Shadows,"August 19, 2015",50000 - 100000,13.99,68,184,172,113,ONE MORE LEVEL,"Action,Indie,RPG"
558990,Opus Magnum,"December 07, 2017",200000 - 500000,19.99,90,3834,4666,123,Zachtronics,"Indie,Simulation"
300,Day of Defeat: Source,"July 12, 2010",5000000 - 10000000,9.99,80,11604,16439,1597,Valve,Action
298110,Far Cry® 4,"November 07, 2014",2000000 - 5000000,29.99,80,38693,35175,7255,Ubisoft,"Action,Adventure"
270070,The Girl and the Robot,"August 17, 2016",0 - 20000,9.99,58,0,42,19,Flying Carpets Games,"Action,Adventure,Indie,RPG"
238750,Might & Magic X - Legacy,"January 23, 2014",200000 - 500000,29.99,70,2743,1949,1016,Ubisoft,RPG
91900,Post Apocalyptic Mayhem,"March 17, 2011",100000 - 200000,9.99,44,749,1253,235,Next Dimension Game Adventures Ltd.,"Action,Racing"
319740,There Came an Echo,"February 24, 2015",20000 - 50000,14.99,58,236,271,97,Iridium Studios,"Indie,Strategy"
450440,Creepy Castle,"October 31, 2016",0 - 20000,9.99,82,160,163,19,"Nicalis, Inc.","Adventure,Indie,RPG"
6250,Making History: The Calm & the Storm,"March 13, 2007",50000 - 100000,4.99,70,526,477,119,Strategy First,"Action,Strategy"
428550,Momodora: Reverie Under The Moonlight,"March 04, 2016",500000 - 1000000,9.99,82,8329,8956,583,PLAYISM,"Action,Adventure,Indie"
237850,Dreamfall Chapters,"July 21, 2017",200000 - 500000,24.99,71,2922,3448,706,Red Thread Games,"Adventure,Indie"
1079830,Cris Tales,"July 20, 2021",20000 - 50000,15.99,74,238,203,106,Modus Games,"Action,Adventure,RPG"
646010,Golem,"May 29, 2018",0 - 20000,14.99,75,0,20,11,Longbow Games,"Adventure,Indie"
436500,Diaries of a Spaceport Janitor,"September 16, 2016",100000 - 200000,9.99,69,518,586,223,tinyBuild,"Adventure,Casual,Indie,RPG,Simulation"
699170,Fell Seal: Arbiter's Mark,"April 30, 2019",200000 - 500000,29.99,82,3807,4358,500,Fulqrum Publishing,"Indie,RPG,Strategy"
19030,Rocket Knight,"May 11, 2010",0 - 20000,14.99,63,101,101,35,"Konami Digital Entertainment, Inc.,Konami Digital Entertainment GmbH","Action,Adventure"
851850,DRAGON BALL Z: KAKAROT,"January 16, 2020",500000 - 1000000,59.99,73,25067,30838,2277,BANDAI NAMCO Entertainment,"Action,RPG"
420,Half-Life 2: Episode Two,"October 10, 2007",5000000 - 10000000,7.99,90,23372,28981,914,Valve,Action
977630,Shelter 3,"March 30, 2021",0 - 20000,19.99,52,253,160,139,Might and Delight,"Adventure,Casual,Indie"
921570,OCTOPATH TRAVELER™,"June 07, 2019",200000 - 500000,59.99,80,8413,9336,1469,Square Enix,RPG
397340,SimplePlanes,"December 17, 2015",100000 - 200000,12.99,69,7748,8083,626,"Jundroo, LLC","Indie,Simulation"
11340,Larva Mortus,"March 19, 2009",100000 - 200000,2.99,64,506,556,177,Meridian4,"Action,Indie"
356400,Thumper,"October 10, 2016",200000 - 500000,5.99,86,3282,3235,281,Drool,"Action,Indie"
230070,The Age of Decadence,"October 14, 2015",200000 - 500000,12.99,81,2776,2565,576,Iron Tower Studio,"Indie,RPG"
955360,Stronghold: A Hero's Fate,"November 16, 2018",0 - 20000,5.99,81,0,10,5,Choice of Games,"Adventure,Indie,RPG"
21110,F.E.A.R.,"May 21, 2010",1000000 - 2000000,54.99,88,7859,0,0,"Warner Bros. Games,Warner Bros. Interactive Entertainment",Action
409710,BioShock™ Remastered,"September 15, 2016",2000000 - 5000000,19.99,80,33902,34221,8389,"2K,Feral Interactive (Mac)","Action,RPG"
416600,Full Metal Furies,"January 17, 2018",200000 - 500000,19.99,85,1693,2181,202,Cellar Door Games,"Action,Adventure,Indie,RPG"
283640,Salt and Sanctuary,"May 17, 2016",500000 - 1000000,17.99,84,15153,14973,1604,Ska Studios,"Action,Indie,RPG"
297120,Heavy Bullets,"September 18, 2014",100000 - 200000,9.99,72,1129,1166,254,Devolver Digital,"Action,Indie"
786580,Gleaner Heights,"February 21, 2018",20000 - 50000,9.99,65,310,237,90,Emilios Manolidis,"Action,Adventure,Casual,Indie,RPG,Simulation"
6200,Ghost Master®,"December 21, 2006",100000 - 200000,4.99,81,1420,1429,177,Strategy First,Strategy
298630,The Escapists,"February 13, 2015",1000000 - 2000000,17.99,71,13476,13760,1495,Team17,"Action,Adventure,Indie,Simulation,Strategy"
555510,MachiaVillain,"May 16, 2018",100000 - 200000,19.99,65,579,437,218,Good Shepherd Entertainment,"Indie,Simulation,Strategy"
42710,Call of Duty®: Black Ops,"November 09, 2010",2000000 - 5000000,19.99,81,12290,15124,2010,Activision,Action
315260,Space Hack,"August 05, 2014",0 - 0,4.99,63,201,0,0,Meridian4,"Action,Indie,RPG"
219150,Hotline Miami,"October 23, 2012",1000000 - 2000000,9.99,85,63781,73932,1997,Devolver Digital,"Action,Indie"
279440,Joe Dever's Lone Wolf HD Remastered,"November 27, 2014",50000 - 100000,14.99,78,468,520,168,505 Games,"Adventure,Indie,RPG"
870780,Control Ultimate Edition,"August 27, 2020",1000000 - 2000000,39.99,85,23658,27911,3700,505 Games,"Action,Adventure"
269030,The Yawhg,"February 27, 2014",50000 - 100000,9.99,66,1028,1106,240,Damian Sommer,"Indie,RPG"
200230,Off-Road Drive,"September 29, 2011",50000 - 100000,4.99,60,440,376,218,Fulqrum Publishing,"Racing,Simulation"
223430,Miner Wars 2081,"November 28, 2012",50000 - 100000,4.99,52,216,125,232,Keen Software House,"Action,Adventure,Indie,RPG,Simulation"
981430,Gordian Quest,"June 23, 2022",50000 - 100000,19.99,84,3761,3839,341,"Mixed Realms Pte Ltd,Coconut Island Games","Adventure,Indie,RPG,Strategy"
67370,The Darkness II,"February 09, 2012",1000000 - 2000000,4.49,77,5794,16071,1516,2K,Action
1533420,Neon White,"June 16, 2022",100000 - 200000,24.99,89,4669,5091,83,Annapurna Interactive,"Action,Adventure,Indie"
406720,Alekhine's Gun,"March 11, 2016",100000 - 200000,14.99,40,265,243,146,Fulqrum Publishing,"Action,Adventure"
253330,Neverending Nightmares,"September 26, 2014",100000 - 200000,3.74,68,1663,1914,616,Infinitap Games,"Action,Adventure,Indie"
392410,Toy Odyssey: The Lost and Found,"September 20, 2016",20000 - 50000,14.99,66,129,215,105,Hikergames,"Action,Adventure,Indie"
557520,Torn,"August 28, 2018",0 - 20000,5.99,74,135,125,64,Aspyr,Adventure
404200,WARTILE,"February 08, 2018",50000 - 100000,19.99,68,526,484,140,"Deck13,WhisperGames","RPG,Strategy"
428660,Deliver Us The Moon,"October 10, 2019",200000 - 500000,24.99,68,4016,4483,563,Wired Productions,"Action,Adventure,Indie"
299070,Warrior Kings: Battles,"May 06, 2014",50000 - 100000,9.99,64,212,210,19,Strategy First,Strategy
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,"March 20, 2007",1000000 - 2000000,19.99,82,23616,29072,1691,GSC Game World,"Action,RPG"
1484280,Demeo,"May 06, 2021",50000 - 100000,23.99,83,1079,1134,101,Resolution Games,"Adventure,Indie,RPG,Strategy"
344850,Big Pharma,"August 27, 2015",100000 - 200000,24.99,72,1297,1351,407,Positech Games,"Indie,Simulation,Strategy"
1700,Arx Fatalis,"April 03, 2007",200000 - 500000,4.99,77,1418,1315,190,Arkane Studios,RPG
16810,Sid Meier's Civilization IV: Colonization,"September 23, 2008",1000000 - 2000000,19.99,83,776,825,143,2K,Strategy
673000,High Hell,"October 23, 2017",50000 - 100000,9.99,79,1147,1100,159,Devolver Digital,"Action,Indie"
330180,Pix the Cat,"January 29, 2015",50000 - 100000,4.99,77,163,296,66,Focus Entertainment,"Action,Indie"
245450,Wizardry 8,"September 10, 2013",100000 - 200000,9.99,85,759,794,87,"Drecom Co. Ltd.,Nightdive Studios","Adventure,RPG"
15380,Heroes of Might & Magic V: Hammers of Fate,"October 10, 2008",20000 - 50000,9.99,66,221,204,34,Ubisoft,Strategy
224820,Super House of Dead Ninjas,"February 18, 2013",100000 - 200000,6.99,79,1342,1514,66,Adult Swim Games,"Action,Indie"
479110,Hunter's Legacy,"July 19, 2016",0 - 20000,6.99,58,0,31,11,Lienzo,"Action,Adventure,Indie"
559100,Phantom Doctrine,"August 14, 2018",200000 - 500000,39.99,73,3132,2889,971,Good Shepherd Entertainment,"Action,RPG,Strategy"
1007040,EARTH DEFENSE FORCE 5,"July 11, 2019",500000 - 1000000,59.99,76,5554,6244,351,D3PUBLISHER,Action
237990,The Banner Saga,"January 14, 2014",500000 - 1000000,24.99,80,11988,12728,1551,Stoic Studio,"Indie,RPG,Strategy"
770390,Draugen,"May 29, 2019",50000 - 100000,19.99,73,1463,1216,393,Red Thread Games,"Adventure,Indie"
394310,Punch Club,"January 08, 2016",500000 - 1000000,9.99,73,8242,8753,2135,tinyBuild,"Indie,RPG,Strategy"
317370,The Keep,"March 16, 2017",20000 - 50000,14.99,61,0,102,38,"CINEMAX, s.r.o.","Indie,RPG"
30,Day of Defeat,"May 01, 2003",5000000 - 10000000,4.99,79,3246,5179,566,Valve,Action
20920,The Witcher 2: Assassins of Kings Enhanced Edition,"April 16, 2012",2000000 - 5000000,19.99,88,66343,67259,7930,"CD PROJEKT RED,1C-SoftClub",RPG
802890,Muv-Luv Alternative (マブラヴ オルタネイティヴ),"February 28, 2018",20000 - 50000,39.99,83,1647,1710,77,aNCHOR Inc.,"Adventure,Casual"
1600,Dangerous Waters,"February 07, 2006",50000 - 100000,2.99,82,277,242,72,Strategy First,Strategy
112100,Avadon: The Black Fortress,"August 17, 2011",200000 - 500000,9.99,75,379,440,95,Spiderweb Software,"RPG,Indie"
298030,Total Annihilation,"December 18, 2015",200000 - 500000,4.99,86,2470,2515,101,Wargaming.net,Strategy
383870,Firewatch,"February 09, 2016",1000000 - 2000000,19.99,81,53867,51303,6571,"Panic,Campo Santo","Adventure,Indie"
214100,Rigonauts,"August 07, 2012",0 - 20000,9.99,60,0,30,26,Engient,"Strategy,Indie,Casual,Simulation"
257770,Signal Ops,"November 18, 2013",0 - 20000,9.99,61,0,53,36,Space Bullet Dynamics Corporation,"Action,Indie,Strategy"
1204410,Kosmokrats,"November 05, 2020",0 - 20000,9.99,73,0,81,7,Modern Wolf,Indie
31810,Nancy Drew®: Last Train to Blue Moon Canyon,"October 10, 2009",20000 - 50000,6.99,77,210,218,9,HeR Interactive,Adventure
269050,Year Walk,"March 06, 2014",100000 - 200000,5.99,87,1158,1722,168,Simogo,"Adventure,Indie"
466160,Arelite Core,"February 08, 2017",0 - 20000,19.99,59,0,21,2,Dragon Slumber,"Indie,RPG"
497730,The Wardrobe - Even Better Edition,"February 15, 2017",50000 - 100000,14.99,72,328,304,64,Gamera Interactive,"Adventure,Indie"
11450,Overlord™,"October 26, 2007",500000 - 1000000,4.99,81,3931,5087,364,"Codemasters,Electronic Arts",RPG
268910,Cuphead,"September 29, 2017",2000000 - 5000000,19.99,88,98621,107896,3869,Studio MDHR Entertainment Inc.,"Action,Indie"
39670,Chaser,"July 16, 2010",100000 - 200000,4.99,66,864,774,312,THQ Nordic,Action
